cve_id,vendor_project,product,threat_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,Type,complexity,severity,results
CVE-2022-24086,adobe,Commerce and Magento Open Source,Adobe Commerce and Magento Open Source Improper Input Validation Vulnerability,15-02-22,Adobe Commerce and Magento Open Source contain an improper input validation vulnerability which can allow for arbitrary code execution.,Apply updates per vendor instructions.,01-03-22,16-02-22,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2022-0609,google,Chrome,Google Chrome Use-After-Free Vulnerability,15-02-22,The vulnerability exists due to a use-after-free error within the Animation component in Google Chrome.,Apply updates per vendor instructions.,01-03-22,05-04-22,8.8,CWE-416,NETWORK,LOW,HIGH,0
CVE-2019-0752,microsoft,Internet Explorer,Microsoft Internet Explorer Type Confusion Vulnerability,15-02-22,A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer,Apply updates per vendor instructions.,15-08-22,09-04-19,7.5,CWE-843,NETWORK,HIGH,HIGH,0
CVE-2018-8174,microsoft,Windows,Microsoft Windows VBScript Engine Out-of-Bounds Write Vulnerability,15-02-22,"A remote code execution vulnerability exists in the way that the VBScript engine handles objects in memory, aka ""Windows VBScript Engine Remote Code Execution""",Apply updates per vendor instructions.,15-08-22,09-05-18,7.5,CWE-787,NETWORK,HIGH,HIGH,0
CVE-2018-20250,rarlab,WinRAR,WinRAR Absolute Path Traversal Vulnerability,15-02-22,WinRAR Absolute Path Traversal vulnerability leads to Remote Code Execution,Apply updates per vendor instructions.,15-08-22,05-02-19,7.8,CWE-22,LOCAL,LOW,HIGH,0
CVE-2018-15982,adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability,15-02-22,Adobe Flash Player com.adobe.tvsdk.mediacore.metadata Use After Free Vulnerability,The impacted product is end-of-life and should be disconnected if still in use.,15-08-22,18-01-19,9.8,CWE-416,NETWORK,LOW,CRITICAL,1
CVE-2017-9841,phpunit,PHPUnit,PHPUnit Command Injection Vulnerability,15-02-22,"PHPUnit allows remote attackers to execute arbitrary PHP code via HTTP POST data beginning with a ""<?php "" substring, as demonstrated by an attack on a site with an exposed /vendor folder, i.e., external access to the /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php URI.",Apply updates per vendor instructions.,15-08-22,27-06-17,9.8,CWE-94,NETWORK,LOW,CRITICAL,1
CVE-2014-1761,microsoft,Word,Microsoft Word Memory Corruption Vulnerability,15-02-22,Microsoft Word contains a memory corruption vulnerability which when exploited could allow for remote code execution.,Apply updates per vendor instructions.,15-08-22,25-03-14,,CWE-119,,,CRITICAL,1
CVE-2013-3906,microsoft,Graphics Component,Microsoft Graphics Component Memory Corruption Vulnerability,15-02-22,Microsoft Graphics Component contains a memory corruption vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,15-08-22,06-11-13,,CWE-94,,,CRITICAL,1
CVE-2022-23131,zabbix,Frontend,Zabbix Frontend Authentication Bypass Vulnerability,22-02-22,Unsafe client-side session storage leading to authentication bypass/instance takeover via Zabbix Frontend with configured SAML.,Apply updates per vendor instructions.,08-03-22,13-01-22,9.8,CWE-290,NETWORK,LOW,CRITICAL,1
CVE-2022-23134,zabbix,Frontend,Zabbix Frontend Improper Access Control Vulnerability,22-02-22,Malicious actors can pass step checks and potentially change the configuration of Zabbix Frontend.,Apply updates per vendor instructions.,08-03-22,13-01-22,5.3,CWE-863,NETWORK,LOW,MEDIUM,2
CVE-2022-24682,zimbra,Webmail,Zimbra Webmail Cross-Site Scripting Vulnerability,25-02-22,Zimbra webmail clients running versions 8.8.15 P29 & P30 contain a XSS vulnerability that would allow attackers to steal session cookie files.,Apply updates per vendor instructions.,11-03-22,09-02-22,6.1,CWE-79,NETWORK,LOW,MEDIUM,2
CVE-2017-8570,microsoft,Office,Microsoft Office Remote Code Execution Vulnerability,25-02-22,A remote code execution vulnerability exists in Microsoft Office software when it fails to properly handle objects in memory.,Apply updates per vendor instructions.,25-08-22,11-07-17,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2017-0222,microsoft,Internet Explorer,Microsoft Internet Explorer Remote Code Execution Vulnerability,25-02-22,A remote code execution vulnerability exists when Internet Explorer improperly accesses objects in memory.,Apply updates per vendor instructions.,25-08-22,12-05-17,7.5,CWE-119,NETWORK,HIGH,HIGH,0
CVE-2014-6352,microsoft,Windows,Microsoft Windows Code Injection Vulnerability,25-02-22,Microsoft Windows allow remote attackers to execute arbitrary code via a crafted OLE object.,Apply updates per vendor instructions.,25-08-22,22-10-14,,CWE-94,,,CRITICAL,1
CVE-2022-20708,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-22,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-22,10-02-22,9.8,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2022-20703,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-22,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-22,10-02-22,8.4,CWE-787,LOCAL,LOW,HIGH,0
CVE-2022-20701,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-22,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-22,10-02-22,7.8,CWE-787,LOCAL,LOW,HIGH,0
CVE-2022-20700,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-22,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-22,10-02-22,9.8,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2022-20699,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-22,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-22,10-02-22,9.8,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2021-41379,microsoft,Windows,Microsoft Windows Installer Privilege Escalation Vulnerability,03-03-22,Microsoft Windows Installer contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,17-03-22,10-11-21,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2020-1938,apache,Tomcat,Apache Tomcat Improper Privilege Management Vulnerability,03-03-22,"Apache Tomcat treats Apache JServ Protocol (AJP) connections as having higher trust than, for example, a similar HTTP connection. If such connections are available to an attacker, they can be exploited.",Apply updates per vendor instructions.,17-03-22,24-02-20,9.8,CWE-269,NETWORK,LOW,CRITICAL,1
CVE-2020-11899,treck tcp/ip stack,IPv6,Treck TCP/IP stack Out-of-Bounds Read Vulnerability,03-03-22,The Treck TCP/IP stack contains an IPv6 out-of-bounds read vulnerability.,Apply updates per vendor instructions.,17-03-22,17-06-20,5.4,CWE-125,ADJACENT_NETWORK,LOW,MEDIUM,2
CVE-2019-16928,exim,Exim Internet Mailer,Exim Out-of-bounds Write Vulnerability,03-03-22,Exim contains an out-of-bounds write vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,17-03-22,27-09-19,9.8,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2019-1652,cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,Cisco Small Business Routers Improper Input Validation Vulnerability,03-03-22,"A vulnerability in the web-based management interface of Cisco Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers could allow an authenticated, remote attacker with administrative privileges on an affected device to execute arbitrary commands.",Apply updates per vendor instructions.,17-03-22,24-01-19,7.2,CWE-78,NETWORK,LOW,HIGH,0
CVE-2019-1297,microsoft,Excel,Microsoft Excel Remote Code Execution Vulnerability,03-03-22,A remote code execution vulnerability exists in Microsoft Excel when the software fails to properly handle objects in memory.,Apply updates per vendor instructions.,17-03-22,11-09-19,8.8,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2018-8581,microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,03-03-22,A privilege escalation vulnerability exists in Microsoft Exchange Server. An attacker who successfully exploited this vulnerability could attempt to impersonate any other user of the Exchange server.,Apply updates per vendor instructions.,17-03-22,14-11-18,7.4,NVD-CWE-noinfo,NETWORK,HIGH,HIGH,0
CVE-2018-8298,chakracore,ChakraCore scripting engine,ChakraCore Scripting Engine Type Confusion Vulnerability,03-03-22,The ChakraCore scripting engine contains a type confusion vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,17-03-22,11-07-18,7.5,CWE-843,NETWORK,HIGH,HIGH,0
CVE-2018-0180,cisco,IOS Software,Cisco IOS Software Denial-of-Service Vulnerability,03-03-22,"A vulnerability in the Login Enhancements (Login Block) feature of Cisco IOS Software could allow an unauthenticated, remote attacker to trigger a reload of an affected system, resulting in a denial of service (DoS) condition.",Apply updates per vendor instructions.,17-03-22,28-03-18,5.9,NVD-CWE-noinfo,NETWORK,HIGH,MEDIUM,2
CVE-2018-0179,cisco,IOS Software,Cisco IOS Software Denial-of-Service Vulnerability,03-03-22,"A vulnerability in the Login Enhancements (Login Block) feature of Cisco IOS Software could allow an unauthenticated, remote attacker to trigger a reload of an affected system, resulting in a denial of service (DoS) condition.",Apply updates per vendor instructions.,17-03-22,28-03-18,5.9,NVD-CWE-noinfo,NETWORK,HIGH,MEDIUM,2
CVE-2018-0175,cisco,"IOS, XR, and XE Software","Cisco IOS, XR, and XE Software Buffer Overflow Vulnerability",03-03-22,"Format string vulnerability in the Link Layer Discovery Protocol (LLDP) subsystem of Cisco IOS Software, Cisco IOS XE Software, and Cisco IOS XR Software could allow an unauthenticated, adjacent attacker to cause a denial of service (DoS) condition or execute arbitrary code with elevated privileges on an affected device.",Apply updates per vendor instructions.,17-03-22,28-03-18,8.0,CWE-134,ADJACENT_NETWORK,LOW,HIGH,0
CVE-2018-0174,cisco,IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Improper Input Validation Vulnerability,03-03-22,A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow for denial-of-service.,Apply updates per vendor instructions.,17-03-22,28-03-18,8.6,CWE-20,NETWORK,LOW,HIGH,0
CVE-2018-0173,cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,03-03-22,A vulnerability in the Cisco IOS Software and Cisco IOS XE Software function that restores encapsulated option 82 information in DHCP Version 4 (DHCPv4) packets can allow for denial-of-service.,Apply updates per vendor instructions.,17-03-22,28-03-18,8.6,CWE-20,NETWORK,LOW,HIGH,0
CVE-2018-0172,cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,03-03-22,A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow for denial-of-service.,Apply updates per vendor instructions.,17-03-22,28-03-18,8.6,CWE-787,NETWORK,LOW,HIGH,0
CVE-2018-0167,cisco,"IOS, XR, and XE Software","Cisco IOS, XR, and XE Software Buffer Overflow Vulnerability",03-03-22,"There is a buffer overflow vulnerability in the Link Layer Discovery Protocol (LLDP) subsystem of Cisco IOS Software, Cisco IOS XE Software, and Cisco IOS XR Software which could allow an unauthenticated, adjacent attacker to cause a denial of service (DoS) condition or execute arbitrary code.",Apply updates per vendor instructions.,17-03-22,28-03-18,8.8,CWE-119,ADJACENT_NETWORK,LOW,HIGH,0
CVE-2018-0161,cisco,IOS Software,Cisco IOS Software Resource Management Errors Vulnerability,03-03-22,"A vulnerability in the Simple Network Management Protocol (SNMP) subsystem of Cisco IOS Software running on certain models of Cisco Catalyst Switches could allow an authenticated, remote attacker to cause a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-22,28-03-18,6.3,NVD-CWE-noinfo,NETWORK,HIGH,MEDIUM,2
CVE-2018-0159,cisco,IOS Software and Cisco IOS XE Software,Cisco IOS and XE Software Internet Key Exchange Version 1 Denial-of-Service Vulnerability,03-03-22,"A vulnerability in the implementation of Internet Key Exchange Version 1 (IKEv1) functionality in Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-22,28-03-18,7.5,CWE-20,NETWORK,LOW,HIGH,0
CVE-2018-0158,cisco,IOS Software and Cisco IOS XE Software,Cisco IOS and XE Software Internet Key Exchange Memory Leak Vulnerability,03-03-22,"A vulnerability in the implementation of Internet Key Exchange Version 1 (IKEv1) functionality in Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-22,28-03-18,8.6,CWE-772,NETWORK,LOW,HIGH,0
CVE-2018-0156,cisco,IOS Software and Cisco IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Smart Install Denial-of-Service Vulnerability,03-03-22,"A vulnerability in the Smart Install feature of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to trigger a reload of an affected device, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-22,28-03-18,7.5,CWE-20,NETWORK,LOW,HIGH,0
CVE-2018-0155,cisco,Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches,Cisco Catalyst Bidirectional Forwarding Detection Denial-of-Service Vulnerability,03-03-22,"A vulnerability in the Bidirectional Forwarding Detection (BFD) offload implementation of Cisco Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches could allow an unauthenticated, remote attacker to cause a crash of the iosd process, causing a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-22,28-03-18,8.6,CWE-755,NETWORK,LOW,HIGH,0
